what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266751237465
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.core",1266751247736
started,bundle,org.eclipse.emf.edit,2.5.0.v200906151043,"org.eclipse.emf.edit",1266751248036
started,bundle,org.eclipse.emf.ecore.edit,2.5.0.v200906151043,"org.eclipse.emf.ecore.edit",1266751248038
started,bundle,org.eclipse.uml2.uml.edit,3.0.0.v200905041045,"org.eclipse.uml2.uml.edit",1266751248038
started,bundle,org.eclipse.uml2.common.edit,1.5.0.v200905041045,"org.eclipse.uml2.common.edit",1266751248057
started,bundle,org.eclipse.uml2.diagram.clazz,0.9.0.v200906190654,"org.eclipse.uml2.diagram.clazz",1266751248196
started,bundle,org.eclipse.gmf.runtime.notation,1.2.0.v20090521-1925,"org.eclipse.gmf.runtime.notation",1266751248246
started,bundle,org.eclipse.emf.transaction,1.3.0.v200902010221,"org.eclipse.emf.transaction",1266751257131
started,bundle,org.eclipse.emf.workspace,1.3.0.v200902100422,"org.eclipse.emf.workspace",1266751257132
started,bundle,org.eclipse.gmf.runtime.emf.core,1.2.0.v20090422-1925,"org.eclipse.gmf.runtime.emf.core",1266751257132
started,bundle,org.eclipse.emf.ecore.change,2.5.0.v200906151043,"org.eclipse.emf.ecore.change",1266751257155
started,bundle,org.eclipse.gmf.runtime.common.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.core",1266751257189
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.commands.core",1266751257195
started,bundle,org.eclipse.uml2.common,1.5.0.v200905041045,"org.eclipse.uml2.common",1266751257227
started,bundle,org.eclipse.uml2.diagram.common.notation,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common.notation",1266751257799
started,bundle,org.eclipse.emf.validation.ui,1.3.0.v200901271722,"org.eclipse.emf.validation.ui",1266751257869
started,bundle,org.eclipse.gef,3.5.0.v20090528-1511,"org.eclipse.gef",1266751257917
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1266751257919
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.2.1.v20090825-1647,"org.eclipse.gmf.runtime.diagram.ui",1266751257927
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.2.0.v20090526-1925,"org.eclipse.gmf.runtime.diagram.ui.resources.editor",1266751257931
started,bundle,org.eclipse.gmf.runtime.common.ui,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.common.ui",1266751257944
started,bundle,org.eclipse.gmf.runtime.gef.ui,1.2.0.v20090520-1343,"org.eclipse.gmf.runtime.gef.ui",1266751257963
started,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1266751257972
started,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1266751257976
