what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.draw2d,3.5.1.v20090813-1341,"org.eclipse.draw2d",1266751257992
started,bundle,org.eclipse.gmf.runtime.common.ui.action,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action",1266751258008
started,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.2.1.v20090825-1800,"org.eclipse.gmf.runtime.common.ui.services.action",1266751258011
started,bundle,org.eclipse.gmf.runtime.common.ui.services,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.services",1266751258014
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.providers",1266751258033
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.actions",1266751258059
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.diagram.ui.providers.ide",1266751258155
started,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.action.ide",1266751258165
started,bundle,org.eclipse.gmf.runtime.diagram.ui.printing,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.printing",1266751258180
started,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.printing.render",1266751258188
started,bundle,org.eclipse.gmf.runtime.draw2d.ui,1.2.1.v20090825-1800,"org.eclipse.gmf.runtime.draw2d.ui",1266751258197
started,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.draw2d.ui.render",1266751258198
started,bundle,org.eclipse.emf.mapping.ecore2xml,2.5.0.v200906151043,"org.eclipse.emf.mapping.ecore2xml",1266751258235
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.type.core",1266751260782
started,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.render",1266751261295
started,bundle,org.eclipse.uml2.diagram.activity,0.9.0.v200906190654,"org.eclipse.uml2.diagram.activity",1266751261474
started,bundle,org.eclipse.uml2.diagram.parser,0.9.0.v200906190654,"org.eclipse.uml2.diagram.parser",1266751261517
started,bundle,org.eclipse.ocl,1.3.0.v200905271400,"org.eclipse.ocl",1266751261531
started,bundle,org.eclipse.ocl.ecore,1.3.0.v200905271400,"org.eclipse.ocl.ecore",1266751261536
started,bundle,org.eclipse.gmf.runtime.emf.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.ui",1266751262033
started,bundle,org.eclipse.gmf.runtime.notation.edit,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.notation.edit",1266751262105
opened,editor,org.eclipse.uml2.diagram.clazz,0.9.0.v200906190654,"org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID",1266751262164
started,bundle,org.eclipse.uml2.diagram.component,0.9.0.v200906190654,"org.eclipse.uml2.diagram.component",1266751262379
started,bundle,org.eclipse.uml2.diagram.csd,0.9.0.v200906190654,"org.eclipse.uml2.diagram.csd",1266751262396
started,bundle,org.eclipse.uml2.diagram.deploy,0.9.0.v200906190654,"org.eclipse.uml2.diagram.deploy",1266751262408
