what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1266748022946
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1266748022946
os,sysinfo,,,"win32",1266748022949
arch,sysinfo,,,"x86",1266748022949
ws,sysinfo,,,"win32",1266748022949
locale,sysinfo,,,"en_GB",1266748022949
processors,sysinfo,,,"4",1266748022949
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1266748022949
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1266748022949
java.specification.name,sysinfo,,,"Java Platform API Specification",1266748022949
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266748022949
java.specification.version,sysinfo,,,"1.6",1266748022949
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1266748022949
java.version,sysinfo,,,"1.6.0_16",1266748022949
java.vm.info,sysinfo,,,"mixed mode, sharing",1266748022949
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1266748022949
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1266748022949
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1266748022949
java.vm.specification.version,sysinfo,,,"1.0",1266748022949
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1266748022949
java.vm.version,sysinfo,,,"14.2-b01",1266748022949
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266748023761
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266748027823
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266748030463
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1266748053157
